abbreviation,text,location,label
CP,Patient with CP showing ECG and cardiac findings,2,chest pain
CP,Treatment for CP included ECG and angina interventions,2,chest pain
CP,Medical report documented CP with angina and infarction,3,chest pain
CP,Study examined CP patients with cardiac and myocardial,2,chest pain
CP,Clinical presentation of CP included thoracic and ECG,3,chest pain
CP,Diagnosis of CP confirmed angina and thoracic features,2,chest pain
CP,Investigation into CP found ECG with myocardial evidence,2,chest pain
CP,Screening for CP revealed cardiac and infarction signs,2,chest pain
CP,Patient with CP showing cardiac and angina findings,2,chest pain
CP,Investigation into CP found infarction with infarction evidence,2,chest pain
CP,Medical report documented CP with angina and myocardial,3,chest pain
CP,Clinical presentation of CP included angina and angina,3,chest pain
CP,CP assessment showed ECG and infarction indicators,0,chest pain
CP,CP assessment showed infarction and thoracic indicators,0,chest pain
CP,The CP case exhibited angina and thoracic characteristics,1,chest pain
CP,Diagnosis of CP confirmed ECG and infarction features,2,chest pain
CP,Medical report documented CP with thoracic and myocardial,3,chest pain
CP,Treatment for CP included myocardial and myocardial interventions,2,chest pain
CP,The CP case exhibited angina and angina characteristics,1,chest pain
CP,Treatment for CP included cardiac and cardiac interventions,2,chest pain
CP,Patient with CP showing thoracic and ECG findings,2,chest pain
CP,Patient with CP showing angina and cardiac findings,2,chest pain
CP,Analysis of CP demonstrated cardiac with thoracic,2,chest pain
CP,Patient with CP showing ECG and ECG findings,2,chest pain
CP,Medical report documented CP with ECG and cardiac,3,chest pain
CP,The CP diagnosis revealed ECG with infarction present,1,chest pain
CP,The CP case exhibited thoracic and angina characteristics,1,chest pain
CP,Investigation into CP found infarction with myocardial evidence,2,chest pain
CP,Monitoring CP showed infarction and ECG progression,1,chest pain
CP,Evaluation of CP detected infarction and thoracic markers,2,chest pain
CP,Screening for CP revealed myocardial and angina signs,2,chest pain
CP,The CP case exhibited myocardial and myocardial characteristics,1,chest pain
CP,Investigation into CP found cardiac with infarction evidence,2,chest pain
CP,Screening for CP revealed infarction and infarction signs,2,chest pain
CP,Evaluation of CP detected thoracic and angina markers,2,chest pain
CP,The CP diagnosis revealed infarction with thoracic present,1,chest pain
CP,The CP diagnosis revealed ECG with thoracic present,1,chest pain
CP,Diagnosis of CP confirmed infarction and ECG features,2,chest pain
CP,Evaluation of CP detected ECG and ECG markers,2,chest pain
CP,Study examined CP patients with angina and cardiac,2,chest pain
CP,Analysis of CP demonstrated myocardial with ECG,2,chest pain
CP,Screening for CP revealed cardiac and ECG signs,2,chest pain
CP,CP assessment showed cardiac and thoracic indicators,0,chest pain
CP,Medical report documented CP with thoracic and angina,3,chest pain
CP,Investigation into CP found thoracic with thoracic evidence,2,chest pain
CP,CP assessment showed myocardial and thoracic indicators,0,chest pain
CP,Analysis of CP demonstrated ECG with ECG,2,chest pain
CP,Study examined CP patients with myocardial and cardiac,2,chest pain
CP,CP assessment showed cardiac and cardiac indicators,0,chest pain
CP,Investigation into CP found angina with cardiac evidence,2,chest pain
CP,Analysis of CP demonstrated infarction with angina,2,chest pain
CP,Investigation into CP found myocardial with cardiac evidence,2,chest pain
CP,Analysis of CP demonstrated infarction with cardiac,2,chest pain
CP,Monitoring CP showed angina and thoracic progression,1,chest pain
CP,Study examined CP patients with thoracic and ECG,2,chest pain
CP,Diagnosis of CP confirmed myocardial and cardiac features,2,chest pain
CP,Medical report documented CP with ECG and infarction,3,chest pain
CP,Research on CP identified angina and thoracic patterns,2,chest pain
CP,Research on CP identified infarction and cardiac patterns,2,chest pain
CP,Analysis of CP demonstrated angina with myocardial,2,chest pain
CP,Screening for CP revealed myocardial and thoracic signs,2,chest pain
CP,CP assessment showed myocardial and myocardial indicators,0,chest pain
CP,Screening for CP revealed infarction and myocardial signs,2,chest pain
CP,Diagnosis of CP confirmed thoracic and infarction features,2,chest pain
CP,Treatment for CP included thoracic and cardiac interventions,2,chest pain
CP,Analysis of CP demonstrated infarction with ECG,2,chest pain
CP,Screening for CP revealed angina and angina signs,2,chest pain
CP,Analysis of CP demonstrated myocardial with thoracic,2,chest pain
CP,The CP diagnosis revealed infarction with myocardial present,1,chest pain
CP,Diagnosis of CP confirmed angina and angina features,2,chest pain
CP,Study examined CP patients with myocardial and angina,2,chest pain
CP,Patient with CP showing ECG and myocardial findings,2,chest pain
CP,Clinical presentation of CP included thoracic and thoracic,3,chest pain
CP,Monitoring CP showed thoracic and thoracic progression,1,chest pain
CP,Monitoring CP showed infarction and angina progression,1,chest pain
CP,Medical report documented CP with ECG and angina,3,chest pain
CP,Evaluation of CP detected cardiac and infarction markers,2,chest pain
CP,Clinical presentation of CP included cardiac and angina,3,chest pain
CP,Investigation into CP found thoracic with infarction evidence,2,chest pain
CP,Research on CP identified thoracic and infarction patterns,2,chest pain
CP,Evaluation of CP detected angina and thoracic markers,2,chest pain
CP,Monitoring CP showed myocardial and infarction progression,1,chest pain
CP,Investigation into CP found angina with angina evidence,2,chest pain
CP,CP assessment showed thoracic and thoracic indicators,0,chest pain
CP,Research on CP identified motor and pediatric patterns,2,cerebral palsy
CP,Diagnosis of CP confirmed spastic and pediatric features,2,cerebral palsy
CP,Study examined CP patients with disability and pediatric,2,cerebral palsy
CP,Evaluation of CP detected pediatric and disability markers,2,cerebral palsy
CP,Medical report documented CP with children and spastic,3,cerebral palsy
CP,Diagnosis of CP confirmed motor and children features,2,cerebral palsy
CP,Evaluation of CP detected spastic and pediatric markers,2,cerebral palsy
CP,Analysis of CP demonstrated developmental with developmental,2,cerebral palsy
CP,Monitoring CP showed spastic and children progression,1,cerebral palsy
CP,CP assessment showed motor and spastic indicators,0,cerebral palsy
CP,Evaluation of CP detected developmental and disability markers,2,cerebral palsy
CP,The CP case exhibited motor and spastic characteristics,1,cerebral palsy
CP,Analysis of CP demonstrated children with motor,2,cerebral palsy
CP,Analysis of CP demonstrated disability with developmental,2,cerebral palsy
CP,Screening for CP revealed spastic and motor signs,2,cerebral palsy
CP,Clinical presentation of CP included children and disability,3,cerebral palsy
CP,Clinical presentation of CP included pediatric and disability,3,cerebral palsy
CP,Research on CP identified children and motor patterns,2,cerebral palsy
CP,Investigation into CP found motor with children evidence,2,cerebral palsy
CP,Study examined CP patients with developmental and children,2,cerebral palsy
CP,Study examined CP patients with developmental and spastic,2,cerebral palsy
CP,Monitoring CP showed pediatric and developmental progression,1,cerebral palsy
CP,CP assessment showed disability and children indicators,0,cerebral palsy
CP,Medical report documented CP with children and motor,3,cerebral palsy
CP,Investigation into CP found motor with developmental evidence,2,cerebral palsy
CP,Patient with CP showing pediatric and disability findings,2,cerebral palsy
CP,Medical report documented CP with developmental and spastic,3,cerebral palsy
CP,Evaluation of CP detected pediatric and developmental markers,2,cerebral palsy
CP,Treatment for CP included disability and children interventions,2,cerebral palsy
CP,Clinical presentation of CP included children and pediatric,3,cerebral palsy
CP,Monitoring CP showed children and spastic progression,1,cerebral palsy
CP,Diagnosis of CP confirmed motor and motor features,2,cerebral palsy
CP,Patient with CP showing spastic and pediatric findings,2,cerebral palsy
CP,Monitoring CP showed motor and disability progression,1,cerebral palsy
CP,Screening for CP revealed developmental and children signs,2,cerebral palsy
CP,Treatment for CP included spastic and spastic interventions,2,cerebral palsy
CP,The CP diagnosis revealed pediatric with disability present,1,cerebral palsy
CP,CP assessment showed pediatric and developmental indicators,0,cerebral palsy
CP,Evaluation of CP detected motor and spastic markers,2,cerebral palsy
CP,Patient with CP showing motor and motor findings,2,cerebral palsy
CP,The CP case exhibited developmental and motor characteristics,1,cerebral palsy
CP,Medical report documented CP with disability and disability,3,cerebral palsy
CP,Screening for CP revealed pediatric and pediatric signs,2,cerebral palsy
CP,Analysis of CP demonstrated motor with spastic,2,cerebral palsy
CP,Study examined CP patients with developmental and pediatric,2,cerebral palsy
CP,Treatment for CP included developmental and developmental interventions,2,cerebral palsy
CP,Clinical presentation of CP included disability and pediatric,3,cerebral palsy
CP,Monitoring CP showed children and disability progression,1,cerebral palsy
CP,Research on CP identified spastic and disability patterns,2,cerebral palsy
CP,Treatment for CP included spastic and disability interventions,2,cerebral palsy
CP,The CP diagnosis revealed spastic with children present,1,cerebral palsy
CP,Screening for CP revealed motor and developmental signs,2,cerebral palsy
CP,Screening for CP revealed disability and developmental signs,2,cerebral palsy
CP,Screening for CP revealed motor and motor signs,2,cerebral palsy
CP,Research on CP identified disability and motor patterns,2,cerebral palsy
CP,Evaluation of CP detected motor and disability markers,2,cerebral palsy
CP,The CP case exhibited children and spastic characteristics,1,cerebral palsy
CP,Investigation into CP found spastic with spastic evidence,2,cerebral palsy
CP,Monitoring CP showed developmental and pediatric progression,1,cerebral palsy
CP,Medical report documented CP with children and developmental,3,cerebral palsy
CP,Study examined CP patients with pediatric and children,2,cerebral palsy
CP,Analysis of CP demonstrated spastic with developmental,2,cerebral palsy
CP,The CP diagnosis revealed motor with spastic present,1,cerebral palsy
CP,Study examined CP patients with spastic and spastic,2,cerebral palsy
CP,Treatment for CP included spastic and motor interventions,2,cerebral palsy
CP,Investigation into CP found children with spastic evidence,2,cerebral palsy
CP,Investigation into CP found developmental with spastic evidence,2,cerebral palsy
CP,Treatment for CP included spastic and developmental interventions,2,cerebral palsy
CP,The CP case exhibited children and motor characteristics,1,cerebral palsy
CP,Investigation into CP found developmental with pediatric evidence,2,cerebral palsy
CP,The CP case exhibited pediatric and pediatric characteristics,1,cerebral palsy
CP,Research on CP identified developmental and disability patterns,2,cerebral palsy
CP,Research on CP identified developmental and children patterns,2,cerebral palsy
CP,Treatment for CP included spastic and pediatric interventions,2,cerebral palsy
CP,Study examined CP patients with disability and disability,2,cerebral palsy
CP,Diagnosis of CP confirmed children and motor features,2,cerebral palsy
CP,Screening for CP revealed spastic and children signs,2,cerebral palsy
CP,Screening for CP revealed developmental and spastic signs,2,cerebral palsy
CP,Research on CP identified motor and disability patterns,2,cerebral palsy
CP,Patient with CP showing disability and children findings,2,cerebral palsy
CP,Clinical presentation of CP included motor and developmental,3,cerebral palsy
CP,The CP case exhibited motor and pediatric characteristics,1,cerebral palsy
CP,Patient with CP showing children and disability findings,2,cerebral palsy
CP,Analysis of CP demonstrated developmental with motor,2,cerebral palsy
CP,Diagnosis of CP confirmed disability and pediatric features,2,cerebral palsy
CP,Treatment for CP included children and children interventions,2,cerebral palsy
CP,Research on CP identified disability and developmental patterns,2,cerebral palsy
CP,CP assessment showed spastic and children indicators,0,cerebral palsy
CP,Patient with CP showing developmental and spastic findings,2,cerebral palsy
CP,Medical report documented CP with developmental and developmental,3,cerebral palsy
CP,Diagnosis of CP confirmed spastic and developmental features,2,cerebral palsy
CP,Research on CP identified spastic and developmental patterns,2,cerebral palsy
CP,Evaluation of CP detected children and disability markers,2,cerebral palsy
CP,Medical report documented CP with developmental and disability,3,cerebral palsy
CP,Evaluation of CP detected pediatric and children markers,2,cerebral palsy
CP,Investigation into CP found disability with pediatric evidence,2,cerebral palsy
CP,Evaluation of CP detected disability and motor markers,2,cerebral palsy
CP,Analysis of CP demonstrated disability with motor,2,cerebral palsy
CP,Analysis of CP demonstrated children with pediatric,2,cerebral palsy
CP,Analysis of CP demonstrated disability with spastic,2,cerebral palsy
CP,Clinical presentation of CP included pediatric and pediatric,3,cerebral palsy
CP,Monitoring CP showed disability and disability progression,1,cerebral palsy
CP,The CP diagnosis revealed pediatric with spastic present,1,cerebral palsy
CP,Evaluation of CP detected children and motor markers,2,cerebral palsy
CP,Analysis of CP demonstrated spastic with spastic,2,cerebral palsy
CP,Analysis of CP demonstrated pediatric with pediatric,2,cerebral palsy
CP,Clinical presentation of CP included children and motor,3,cerebral palsy
CP,Diagnosis of CP confirmed spastic and motor features,2,cerebral palsy
CP,The CP case exhibited spastic and children characteristics,1,cerebral palsy
CP,Diagnosis of CP confirmed spastic and spastic features,2,cerebral palsy
CP,Investigation into CP found spastic with motor evidence,2,cerebral palsy
CP,Evaluation of CP detected spastic and developmental markers,2,cerebral palsy
CP,Diagnosis of CP confirmed children and children features,2,cerebral palsy
CP,Monitoring CP showed disability and motor progression,1,cerebral palsy
CP,Patient with CP showing pediatric and developmental findings,2,cerebral palsy
CP,Analysis of CP demonstrated disability with disability,2,cerebral palsy
CP,Analysis of CP demonstrated pediatric with spastic,2,cerebral palsy
CP,Treatment for CP included disability and pediatric interventions,2,cerebral palsy
CP,Patient with CP showing developmental and disability findings,2,cerebral palsy
CP,Monitoring CP showed spastic and spastic progression,1,cerebral palsy
CP,Clinical presentation of CP included developmental and motor,3,cerebral palsy
CP,CP assessment showed motor and disability indicators,0,cerebral palsy
CP,Research on CP identified pediatric and developmental patterns,2,cerebral palsy
CP,The CP diagnosis revealed developmental with pediatric present,1,cerebral palsy
CP,CP assessment showed spastic and spastic indicators,0,cerebral palsy
CP,Patient with CP showing pediatric and spastic findings,2,cerebral palsy
CP,Research on CP identified pediatric and pediatric patterns,2,cerebral palsy
CP,Evaluation of CP detected children and pediatric markers,2,cerebral palsy
CP,Evaluation of CP detected pediatric and pediatric markers,2,cerebral palsy
CP,The CP diagnosis revealed pediatric with children present,1,cerebral palsy
CP,Study examined CP patients with pediatric and spastic,2,cerebral palsy
CP,The CP diagnosis revealed developmental with children present,1,cerebral palsy
CP,Analysis of CP demonstrated children with developmental,2,cerebral palsy
CP,The CP diagnosis revealed spastic with spastic present,1,cerebral palsy
CP,Monitoring CP showed disability and spastic progression,1,cerebral palsy
CP,Research on CP identified developmental and motor patterns,2,cerebral palsy
CP,Clinical presentation of CP included spastic and disability,3,cerebral palsy
CP,Analysis of CP demonstrated spastic with motor,2,cerebral palsy
CP,Screening for CP revealed spastic and developmental signs,2,cerebral palsy
CP,Medical report documented CP with spastic and developmental,3,cerebral palsy
CP,Study examined CP patients with spastic and pediatric,2,cerebral palsy
CP,Study examined CP patients with spastic and disability,2,cerebral palsy
CP,Screening for CP revealed children and disability signs,2,cerebral palsy
CP,Screening for CP revealed spastic and spastic signs,2,cerebral palsy
CP,Research on CP identified developmental and spastic patterns,2,cerebral palsy
CP,Investigation into CP found disability with disability evidence,2,cerebral palsy
CP,Study examined CP patients with motor and motor,2,cerebral palsy
CP,Patient with CP showing disability and disability findings,2,cerebral palsy
CP,The CP case exhibited pediatric and motor characteristics,1,cerebral palsy
CP,Patient with CP showing motor and developmental findings,2,cerebral palsy
CP,Medical report documented CP with spastic and motor,3,cerebral palsy
CP,The CP case exhibited children and disability characteristics,1,cerebral palsy
CP,CP assessment showed disability and developmental indicators,0,cerebral palsy
CP,CP assessment showed developmental and children indicators,0,cerebral palsy
CP,Patient with CP showing children and developmental findings,2,cerebral palsy
CP,Medical report documented CP with children and children,3,cerebral palsy
CP,Investigation into CP found developmental with developmental evidence,2,cerebral palsy
CP,CP assessment showed pediatric and motor indicators,0,cerebral palsy
CP,Medical report documented CP with motor and pediatric,3,cerebral palsy
CP,Study examined CP patients with spastic and children,2,cerebral palsy
CP,The CP case exhibited children and developmental characteristics,1,cerebral palsy
CP,Screening for CP revealed children and spastic signs,2,cerebral palsy
CP,Research on CP identified pediatric and disability patterns,2,cerebral palsy
CP,The CP case exhibited spastic and spastic characteristics,1,cerebral palsy
CP,Investigation into CP found developmental with children evidence,2,cerebral palsy
CP,Monitoring CP showed children and pediatric progression,1,cerebral palsy
CP,The CP case exhibited disability and spastic characteristics,1,cerebral palsy
CP,Study examined CP patients with spastic and motor,2,cerebral palsy
CP,Treatment for CP included children and developmental interventions,2,cerebral palsy
CP,Clinical presentation of CP included disability and children,3,cerebral palsy
CP,The CP diagnosis revealed children with spastic present,1,cerebral palsy
CP,Screening for CP revealed children and motor signs,2,cerebral palsy
CP,Investigation into CP found children with motor evidence,2,cerebral palsy
CP,Treatment for CP included disability and motor interventions,2,cerebral palsy
CP,Monitoring CP showed spastic and developmental progression,1,cerebral palsy
CP,Treatment for CP included pediatric and developmental interventions,2,cerebral palsy
CP,The CP diagnosis revealed disability with pediatric present,1,cerebral palsy
CP,Treatment for CP included children and spastic interventions,2,cerebral palsy
CP,Investigation into CP found disability with children evidence,2,cerebral palsy
CP,Medical report documented CP with motor and children,3,cerebral palsy
CP,The CP diagnosis revealed children with developmental present,1,cerebral palsy
CP,The CP diagnosis revealed motor with pediatric present,1,cerebral palsy
CP,CP assessment showed pediatric and children indicators,0,cerebral palsy
CP,Evaluation of CP detected disability and pediatric markers,2,cerebral palsy
CP,Research on CP identified developmental and pediatric patterns,2,cerebral palsy
CP,The CP case exhibited pediatric and spastic characteristics,1,cerebral palsy
CP,Diagnosis of CP confirmed motor and spastic features,2,cerebral palsy
CP,Diagnosis of CP confirmed developmental and motor features,2,cerebral palsy
CP,Research on CP identified developmental and developmental patterns,2,cerebral palsy
CP,Monitoring CP showed pediatric and children progression,1,cerebral palsy
CP,Medical report documented CP with children and pediatric,3,cerebral palsy
CP,Diagnosis of CP confirmed disability and disability features,2,cerebral palsy
CP,Clinical presentation of CP included disability and spastic,3,cerebral palsy
CP,Evaluation of CP detected disability and disability markers,2,cerebral palsy
CP,Study examined CP patients with disability and motor,2,cerebral palsy
CP,Medical report documented CP with pediatric and disability,3,cerebral palsy
CP,The CP case exhibited motor and children characteristics,1,cerebral palsy
CP,Medical report documented CP with motor and developmental,3,cerebral palsy
CP,Patient with CP showing developmental and pediatric findings,2,cerebral palsy
CP,Screening for CP revealed spastic and disability signs,2,cerebral palsy
SA,Research on SA identified ratio and calculated patterns,2,surface area
SA,SA assessment showed size and cm2 indicators,0,surface area
SA,Evaluation of SA detected measurement and size markers,2,surface area
SA,Medical report documented SA with ratio and volume,3,surface area
SA,Clinical presentation of SA included size and calculated,3,surface area
SA,Patient with SA showing volume and volume findings,2,surface area
SA,SA assessment showed ratio and cm2 indicators,0,surface area
SA,SA assessment showed cm2 and measurement indicators,0,surface area
SA,Patient with SA showing calculated and volume findings,2,surface area
SA,Investigation into SA found calculated with measurement evidence,2,surface area
SA,Investigation into SA found size with calculated evidence,2,surface area
SA,Monitoring SA showed calculated and calculated progression,1,surface area
SA,Medical report documented SA with volume and volume,3,surface area
SA,Monitoring SA showed ratio and volume progression,1,surface area
SA,Analysis of SA demonstrated cm2 with measurement,2,surface area
SA,Clinical presentation of SA included measurement and volume,3,surface area
SA,Monitoring SA showed ratio and cm2 progression,1,surface area
SA,Patient with SA showing cm2 and calculated findings,2,surface area
SA,Medical report documented SA with size and measurement,3,surface area
SA,Evaluation of SA detected measurement and measurement markers,2,surface area
SA,The SA case exhibited ratio and measurement characteristics,1,surface area
SA,Treatment for SA included ratio and measurement interventions,2,surface area
SA,Screening for SA revealed size and size signs,2,surface area
SA,Diagnosis of SA confirmed cm2 and measurement features,2,surface area
SA,Analysis of SA demonstrated size with volume,2,surface area
SA,The SA diagnosis revealed cm2 with size present,1,surface area
SA,Analysis of SA demonstrated volume with ratio,2,surface area
SA,The SA case exhibited ratio and cm2 characteristics,1,surface area
SA,Treatment for SA included cm2 and cm2 interventions,2,surface area
SA,The SA diagnosis revealed ratio with cm2 present,1,surface area
SA,Investigation into SA found measurement with volume evidence,2,surface area
SA,Clinical presentation of SA included calculated and calculated,3,surface area
SA,Clinical presentation of SA included measurement and ratio,3,surface area
SA,Medical report documented SA with volume and size,3,surface area
SA,Clinical presentation of SA included size and cm2,3,surface area
SA,The SA diagnosis revealed calculated with cm2 present,1,surface area
SA,Investigation into SA found size with measurement evidence,2,surface area
SA,Diagnosis of SA confirmed ratio and measurement features,2,surface area
SA,Analysis of SA demonstrated ratio with measurement,2,surface area
SA,Monitoring SA showed size and cm2 progression,1,surface area
SA,Diagnosis of SA confirmed size and ratio features,2,surface area
SA,Clinical presentation of SA included calculated and cm2,3,surface area
SA,Diagnosis of SA confirmed ratio and ratio features,2,surface area
SA,Evaluation of SA detected cm2 and size markers,2,surface area
SA,Screening for SA revealed cm2 and calculated signs,2,surface area
SA,SA assessment showed cm2 and size indicators,0,surface area
SA,Evaluation of SA detected measurement and cm2 markers,2,surface area
SA,Diagnosis of SA confirmed measurement and size features,2,surface area
SA,Medical report documented SA with calculated and calculated,3,surface area
SA,Investigation into SA found volume with cm2 evidence,2,surface area
SA,Medical report documented SA with calculated and volume,3,surface area
SA,Investigation into SA found measurement with ratio evidence,2,surface area
SA,Investigation into SA found volume with volume evidence,2,surface area
SA,Analysis of SA demonstrated volume with cm2,2,surface area
SA,Study examined SA patients with ratio and cm2,2,surface area
SA,Screening for SA revealed measurement and size signs,2,surface area
SA,Diagnosis of SA confirmed calculated and measurement features,2,surface area
SA,Diagnosis of SA confirmed measurement and cm2 features,2,surface area
SA,Monitoring SA showed ratio and measurement progression,1,surface area
SA,Monitoring SA showed size and ratio progression,1,surface area
SA,Study examined SA patients with volume and ratio,2,surface area
SA,Investigation into SA found calculated with size evidence,2,surface area
SA,Screening for SA revealed measurement and cm2 signs,2,surface area
SA,Analysis of SA demonstrated calculated with size,2,surface area
SA,Analysis of SA demonstrated volume with size,2,surface area
SA,Diagnosis of SA confirmed ratio and calculated features,2,surface area
SA,Clinical presentation of SA included cm2 and volume,3,surface area
SA,SA assessment showed measurement and volume indicators,0,surface area
SA,Patient with SA showing measurement and cm2 findings,2,surface area
SA,Study examined SA patients with calculated and measurement,2,surface area
SA,Treatment for SA included calculated and ratio interventions,2,surface area
SA,Study examined SA patients with cm2 and calculated,2,surface area
SA,The SA diagnosis revealed size with volume present,1,surface area
SA,SA assessment showed cm2 and cm2 indicators,0,surface area
SA,SA assessment showed volume and measurement indicators,0,surface area
SA,The SA diagnosis revealed cm2 with ratio present,1,surface area
SA,Diagnosis of SA confirmed volume and volume features,2,surface area
SA,Treatment for SA included calculated and calculated interventions,2,surface area
SA,Research on SA identified volume and cm2 patterns,2,surface area
SA,Research on SA identified ratio and cm2 patterns,2,surface area
SA,Analysis of SA demonstrated cm2 with volume,2,surface area
SA,SA assessment showed measurement and cm2 indicators,0,surface area
SA,Screening for SA revealed size and cm2 signs,2,surface area
SA,Monitoring SA showed size and volume progression,1,surface area
SA,The SA case exhibited measurement and calculated characteristics,1,surface area
SA,The SA diagnosis revealed size with ratio present,1,surface area
SA,The SA case exhibited size and cm2 characteristics,1,surface area
SA,Analysis of SA demonstrated volume with volume,2,surface area
SA,Patient with SA showing cm2 and volume findings,2,surface area
SA,Clinical presentation of SA included volume and ratio,3,surface area
SA,Study examined SA patients with calculated and cm2,2,surface area
SA,The SA diagnosis revealed cm2 with cm2 present,1,surface area
SA,Diagnosis of SA confirmed size and volume features,2,surface area
SA,Study examined SA patients with size and ratio,2,surface area
SA,Medical report documented SA with measurement and ratio,3,surface area
SA,Monitoring SA showed volume and size progression,1,surface area
SA,Patient with SA showing size and ratio findings,2,surface area
SA,Investigation into SA found volume with ratio evidence,2,surface area
SA,Study examined SA patients with ratio and measurement,2,surface area
SA,The SA case exhibited ratio and volume characteristics,1,surface area
SA,Evaluation of SA detected size and cm2 markers,2,surface area
SA,Medical report documented SA with volume and cm2,3,surface area
SA,Research on SA identified cm2 and volume patterns,2,surface area
SA,Treatment for SA included measurement and measurement interventions,2,surface area
SA,The SA diagnosis revealed volume with calculated present,1,surface area
SA,The SA case exhibited size and size characteristics,1,surface area
SA,Evaluation of SA detected volume and cm2 markers,2,surface area
SA,Research on SA identified volume and measurement patterns,2,surface area
SA,Analysis of SA demonstrated measurement with measurement,2,surface area
SA,Evaluation of SA detected calculated and ratio markers,2,surface area
SA,Patient with SA showing size and calculated findings,2,surface area
SA,The SA case exhibited ratio and size characteristics,1,surface area
SA,Research on SA identified size and measurement patterns,2,surface area
SA,Screening for SA revealed size and ratio signs,2,surface area
SA,SA assessment showed cm2 and volume indicators,0,surface area
SA,Diagnosis of SA confirmed cm2 and volume features,2,surface area
SA,Analysis of SA demonstrated calculated with cm2,2,surface area
SA,Medical report documented SA with calculated and measurement,3,surface area
SA,Evaluation of SA detected volume and calculated markers,2,surface area
SA,Medical report documented SA with volume and calculated,3,surface area
SA,Study examined SA patients with volume and volume,2,surface area
SA,The SA case exhibited calculated and size characteristics,1,surface area
SA,Study examined SA patients with measurement and measurement,2,surface area
SA,Analysis of SA demonstrated calculated with ratio,2,surface area
SA,The SA diagnosis revealed measurement with calculated present,1,surface area
SA,Research on SA identified calculated and size patterns,2,surface area
SA,Treatment for SA included measurement and volume interventions,2,surface area
SA,Diagnosis of SA confirmed size and cm2 features,2,surface area
SA,Clinical presentation of SA included volume and cm2,3,surface area
SA,Screening for SA revealed measurement and ratio signs,2,surface area
SA,Evaluation of SA detected cm2 and cm2 markers,2,surface area
SA,Evaluation of SA detected size and volume markers,2,surface area
SA,Medical report documented SA with cm2 and size,3,surface area
SA,SA assessment showed ratio and calculated indicators,0,surface area
SA,Evaluation of SA detected cm2 and volume markers,2,surface area
SA,Screening for SA revealed measurement and calculated signs,2,surface area
SA,Investigation into SA found ratio with ratio evidence,2,surface area
SA,The SA diagnosis revealed cm2 with measurement present,1,surface area
SA,Research on SA identified volume and size patterns,2,surface area
SA,Patient with SA showing calculated and ratio findings,2,surface area
SA,The SA diagnosis revealed size with cm2 present,1,surface area
SA,Patient with SA showing size and cm2 findings,2,surface area
SA,Monitoring SA showed ratio and ratio progression,1,surface area
SA,Research on SA identified size and size patterns,2,surface area
SA,SA assessment showed size and calculated indicators,0,surface area
SA,SA assessment showed cm2 and ratio indicators,0,surface area
SA,Screening for SA revealed volume and measurement signs,2,surface area
SA,The SA case exhibited cm2 and measurement characteristics,1,surface area
SA,Diagnosis of SA confirmed volume and measurement features,2,surface area
SA,SA assessment showed measurement and size indicators,0,surface area
SA,Medical report documented SA with size and ratio,3,surface area
SA,Patient with SA showing size and measurement findings,2,surface area
SA,Screening for SA revealed cm2 and volume signs,2,surface area
SA,Research on SA identified measurement and measurement patterns,2,surface area
SA,Study examined SA patients with cm2 and size,2,surface area
SA,Treatment for SA included volume and calculated interventions,2,surface area
SA,The SA diagnosis revealed calculated with size present,1,surface area
SA,The SA diagnosis revealed size with measurement present,1,surface area
SA,SA assessment showed calculated and size indicators,0,surface area
SA,Clinical presentation of SA included cm2 and calculated,3,surface area
SA,Diagnosis of SA confirmed cm2 and cm2 features,2,surface area
SA,The SA case exhibited ratio and calculated characteristics,1,surface area
SA,The SA case exhibited measurement and size characteristics,1,surface area
SA,Patient with SA showing size and size findings,2,surface area
SA,SA assessment showed calculated and volume indicators,0,surface area
SA,Clinical presentation of SA included measurement and size,3,surface area
SA,Analysis of SA demonstrated measurement with size,2,surface area
SA,Research on SA identified calculated and ratio patterns,2,surface area
SA,The SA case exhibited volume and measurement characteristics,1,surface area
SA,Study examined SA patients with size and volume,2,surface area
SA,The SA case exhibited volume and size characteristics,1,surface area
SA,Patient with SA showing cm2 and measurement findings,2,surface area
SA,Monitoring SA showed cm2 and volume progression,1,surface area
SA,Evaluation of SA detected calculated and measurement markers,2,surface area
SA,Study examined SA patients with cm2 and measurement,2,surface area
SA,Research on SA identified ratio and measurement patterns,2,surface area
SA,Monitoring SA showed calculated and ratio progression,1,surface area
SA,Evaluation of SA detected measurement and ratio markers,2,surface area
SA,Treatment for SA included size and volume interventions,2,surface area
SA,Research on SA identified size and volume patterns,2,surface area
SA,Investigation into SA found size with size evidence,2,surface area
SA,The SA diagnosis revealed volume with ratio present,1,surface area
SA,Investigation into SA found ratio with calculated evidence,2,surface area
SA,The SA case exhibited cm2 and size characteristics,1,surface area
SA,Diagnosis of SA confirmed ratio and size features,2,surface area
SA,Analysis of SA demonstrated measurement with volume,2,surface area
SA,Study examined SA patients with calculated and size,2,surface area
SA,Treatment for SA included ratio and volume interventions,2,surface area
SA,Diagnosis of SA confirmed cm2 and ratio features,2,surface area
SA,Investigation into SA found cm2 with size evidence,2,surface area
SA,Clinical presentation of SA included cm2 and measurement,3,surface area
SA,The SA case exhibited size and calculated characteristics,1,surface area
SA,Analysis of SA demonstrated calculated with calculated,2,surface area
SA,Research on SA identified measurement and ratio patterns,2,surface area
